texto,estrela,positivo,categoria,preco,frete,dias_entrega,dias_estimado,atrasou
"Fiz a compra dos três itens, porém a cadeira até hoje não foi entregue, estou no aguardo de uma posição urgente!
",3,0,furniture_decor,169.0,3.64,5,24,0
"Tudo certo, ótimo produto e bem acabado.",4,1,furniture_decor,75.9,15.6,7,29,0
"Comprei 3 unidades desta cortina, e chegou só 1, não chegaram nem depois, oque também não faz sentido . Sem contar que é de péssima qualidade deveriam avisar que é muito inferior descartável.",1,0,bed_bath_table,35.99,12.69,11,22,0
"Produto entregue no prazo,material de qualidade produto muito bonito.",5,1,garden_tools,53.9,25.21,22,30,0
Recomendo a todos,5,1,auto,50.0,9.34,2,16,0
"",5,1,construction_tools_construction,45.97,13.9,4,9,0
"",3,0,bed_bath_table,49.9,18.23,18,38,0
"Adorei e lindo 
Recebi ontem dia 29/06 
Ainda não instalei 
Mas de aparecia é muito lindo 
",5,1,furniture_decor,27.0,11.21,15,15,0
Gostei do produto.,4,1,bed_bath_table,52.99,20.53,13,31,0
"",5,1,toys,85.0,7.85,3,16,0
Entrega antes do prazo indicado ,5,1,toys,29.9,14.1,11,22,0
"",5,1,garden_tools,59.9,17.67,17,31,0
O produto é conforme o esperado. Muito bom! Recomendo.,5,1,electronics,13.65,15.1,23,34,0
"",5,1,food,47.0,7.71,3,10,0
Entrega super rápida! Não experimentei o produto ainda.,5,1,perfumery,289.9,20.13,5,27,0
Recebi o produto antes do prazo td ok. Recomendo a todos.,4,1,cool_stuff,144.99,14.03,6,25,0
"",5,1,watches_gifts,118.0,8.09,8,8,0
"",5,1,perfumery,174.56,38.77,15,29,0
"Produto de baixa qualidade.
Se dependesse de mim, esse produto sairia da grade de ofertas",5,1,housewares,43.9,9.06,6,16,0
Chegou antes da data prevista. Satisfeito!,4,1,electronics,85.0,11.2,6,22,0
"",4,1,telephony,39.99,22.85,10,31,0
"",5,1,home_appliances_2,269.99,28.33,7,21,0
"ótimo produto, entrega no prazo, gosto muito de comprar pelo site lannister.com",5,1,watches_gifts,38.0,7.53,7,5,1
"Produto ótimo. Ótima qualidade, muito confortável e aconchegante. Meus felinos amaram.",5,1,pet_shop,109.99,9.12,3,14,0
"O carteiro nao entregou o produto informando que não havia ninguém na residência para recebê lo, o que não é verdade. Tive que ir retirar o produto pessoalmente e ainda fui mal atendido no correio.",2,0,watches_gifts,299.9,9.35,13,18,0
"",5,1,stationery,50.0,18.45,7,17,0
"",5,1,watches_gifts,864.72,16.66,14,24,0
"Produto chegou corretamente, é perfeito, maravilhoso como eu esperava",5,1,perfumery,59.99,8.29,6,8,0
foi prometido entrega até 02/08/2018 e até agora nada.,1,0,computers_accessories,174.9,9.97,12,5,1
"",3,0,furniture_decor,69.9,0.0,8,24,0
"",5,1,sports_leisure,19.0,25.63,12,36,0
"",5,1,perfumery,149.9,14.39,7,31,0
"Não foi como o esperado o produto foi parcialmente entregue,comprei 6 baldes de 15 kilos de impermeabilizante e recebi 5 falta 1 fiz uma reclamação porém não obtive resposta ainda,no aguardo",2,0,construction_tools_construction,160.0,58.03,7,33,0
"",5,1,sports_leisure,58.9,22.91,20,24,0
"A loja entregou antes do prazo.
Parabéns, voltarei a comprar.",5,1,health_beauty,36.0,15.1,9,31,0
Produto esta de acordo com o que foi divulgado.,5,1,sports_leisure,23.8,14.1,5,25,0
BOA QUALIDADE SÓ Q O MULINETE É MUITO SIMPLES ALÉM DO Q EU PENSAVA ,3,0,sports_leisure,227.0,43.65,15,36,0
"Foi rápido a entrega, produto dentro das expectativas esperadas!",5,1,garden_tools,179.9,70.14,9,28,0
"",4,1,auto,89.9,19.87,42,33,1
"",5,1,computers_accessories,44.9,11.85,13,27,0
"",5,1,audio,56.9,13.06,6,17,0
"bom, estou usando e como o cesto ainda não se desmontou então está bom",5,1,housewares,11.5,9.34,6,22,0
"",5,1,computers_accessories,459.0,19.18,9,17,0
Entrega antes do prazo,5,1,baby,52.87,9.94,8,16,0
"",5,1,toys,285.0,16.75,8,19,0
Entregou antes do prazo. Muito bonita a cortina. ,5,1,bed_bath_table,133.99,21.43,12,22,0
Gostei do produto foi realmente o que comprei na lojja recomendo a todos,5,1,computers_accessories,39.9,14.1,23,27,0
"ENTREGA SUPER RÁPIDA, ME SURPREENDI!",5,1,perfumery,199.0,9.75,7,13,0
"Não recomendo esta loja nem a loja stark. Com, pois são parceiros ",1,0,computers_accessories,89.9,54.3,53,36,1
entrega da mercadoria antes do prazo,5,1,computers_accessories,119.2,13.85,13,35,0
ESTOU GOSTANDO DE FAZER COMPRAS NESSA LOJA! ,4,1,toys,329.9,148.36,18,30,0
"A única condição é enviar a encomenda separada, comprado 3 produtos na mesma loja e enviado cada um no dia sendo que um deles por ser dois itens ainda bem separado",1,0,electronics,19.9,15.79,15,23,0
chegou tudo certinho,5,1,telephony,27.99,16.79,18,27,0
"",4,1,stationery,99.0,17.94,7,23,0
"Fiz um pedido a mais de mês, e ainda não foi entregue.",1,0,baby,52.0,17.61,30,28,1
"",5,1,costruction_tools_garden,144.9,21.65,6,13,0
"Produto de ótima qualidade,muito fofo e super macio.",5,1,bed_bath_table,148.9,13.95,2,13,0
"FAVOR VERIFICAR QUE MINHA ENTREGA NAO VEIO CORRETA...
ERA 2 PROTETOR DE COLUNA 
1 MANTA..
POREM NAO RECEBEMOS A MANTA, SOMENTE OS PROTETOR DE COLUNA",5,1,signaling_and_security,20.0,8.27,6,14,0
"O produto chegou antes do prazo.
Como sempre stark é 10!!!!",5,1,telephony,12.5,7.78,8,14,0
Ter q ir retirar nos Correios foi péssimo ,2,0,sports_leisure,218.0,23.46,18,33,0
"Comprei o produto,a entrega dentro do esperado,o produto em perfeito estado!!
Eu recomendo!!!!
Muito bom pode confiar!!
",5,1,pet_shop,99.9,19.89,10,19,0
"A loja cumpriu com a entrega no prazo e sem avaria, recomendo a loja pra os demais que queiram compra de forma segura.",5,1,computers_accessories,52.9,27.43,21,24,0
"O produto não foi entregue. 

Em 19/04 os Correios informaram que houve um imprevisto na entrega.

Solicitei o estorno da compra e estou aguardando as devidas providências.",1,0,sports_leisure,200.36,16.28,43,34,1
"",5,1,health_beauty,110.32,7.96,2,8,0
"Vocês colocam que será entregue na residência e cobram uma taxa, porem, tive que retirar o produto na agencia dos correios...",3,0,cool_stuff,44.9,13.08,13,13,0
"Pedir 2 capinhas,estou pagando as duas e só veio uma.Entao não estou nada satisfeita e espero que seja reparado esse erro.",1,0,telephony,22.99,22.85,25,24,1
Entrega super rápida produto ótimo amei e recomendo ,5,1,furniture_decor,59.9,16.18,15,27,0
"",4,1,computers_accessories,54.6,14.13,12,25,0
Os quadros são lindos... Chegou no prazo certo...,5,1,furniture_decor,99.9,26.78,8,24,0
Muito Lindas É muito funcifuncional 👏😍,5,1,cool_stuff,259.99,15.91,10,23,0
Foram rápidos e entregaram o produto corretamente.,5,1,computers_accessories,64.9,18.33,11,25,0
"",2,0,furniture_decor,29.99,12.79,25,16,1
Entrega dentro do prazo satisfeita com a baratheon,4,1,health_beauty,79.9,11.76,5,12,0
Cumpre o prometido produto d qualidade,5,1,telephony,34.99,24.84,14,41,0
"",4,1,health_beauty,35.9,12.79,14,19,0
chegou antes do prazo,5,1,watches_gifts,285.6,16.17,8,26,0
Entrega no prazo produto igual da foto ótimo qualidade comprem não vão se arrepender parabéns baratheon pela parrceria comprarei outras vezes com serteza ,5,1,bed_bath_table,259.9,18.53,19,24,0
"",5,1,fashion_underwear_beach,69.9,12.83,6,19,0
Reforço minha insatisfação de NÃO entregarem em minha residência e sim no correio.,4,1,fashion_bags_accessories,49.9,18.45,8,15,0
"",5,1,watches_gifts,139.9,21.47,7,25,0
"Realizei uma compra na loja toca dos peixes, porém me enviaram o produto diferente. Muito insatisfeita as lojas parceiras da lannister. Espero o mais breve o código para devolução do produto.",1,0,baby,59.99,19.66,27,31,0
"",5,1,health_beauty,535.9,18.5,15,29,0
Como sempre o baratheon entrega antes do prazo. Mto bom. Parabéns. ,5,1,health_beauty,179.0,9.41,4,13,0
"Chegou uma correspondência e no dia segui te chegou a outra, logo achei que tinham mandado apenas 1 mas deu tudo certo.",5,1,electronics,13.65,15.1,18,28,0
No produto não fala que a cortina e de plástico. Deveria estar melhor especificado. Isso engana bem o consumidor. Não gostei ,1,0,bed_bath_table,43.0,13.71,5,17,0
"No pacote que me foi enviado, encontrei apenas um dos 2 aparelhos encomendados e, ainda assim, com defeitos pois não funcionou, provavelmente por defeitos.",1,0,electronics,12.9,14.1,16,22,0
"",5,1,sports_leisure,99.0,29.09,19,42,0
"",5,1,housewares,45.0,17.25,5,19,0
Demorou muito para chegar!,3,0,perfumery,219.0,19.63,46,54,0
Quanto tempo dura a bateria ,3,0,market_place,28.99,7.78,6,13,0
"A entrega foi rápida, porém a tampa de uma panela veio cortada. Preciso que façam a troca.",4,1,bed_bath_table,34.9,3.39,19,80,0
"",5,1,telephony,70.9,15.25,11,31,0
Meu filho gostou bastante era o que ele queria ,3,0,stationery,164.9,11.33,16,41,0
"",4,1,stationery,159.0,64.69,15,40,0
Entrega rápida e produto entregue sem nenhuma avaria.,5,1,consoles_games,285.9,17.21,6,23,0
Fiz a compra de duas cortinas e só me enviaram uma abri uma reclamação e ate agora nem me responderam e nem deram satisfação é eu consumidora que estou no prejuízo.,1,0,furniture_decor,97.81,13.02,12,24,0
SÓ tenho a agradecer a entregua correta e até antes do prazo.,5,1,luggage_accessories,109.9,37.17,7,25,0
Mercadoria boa e bem embalado nota mil,4,1,construction_tools_construction,579.99,26.6,9,24,0
"Boa tarde,
Comprei o produto pelo seu formato arredondado nas pontas e me foi entregue três caixas quadradas com as pontas diferentes do anunciado. Ou seja, fui enganada. Exijo retorno",1,0,market_place,109.9,30.0,29,43,0
"",3,0,bed_bath_table,115.0,11.9,2,17,0
cumpriu todas e detalhadas instrucoes prometidas ,5,1,desconhecida,122.99,14.61,16,25,0
"O produto é ótimo , porém veio na caixinha de um outro produto . Um GPS.",3,0,construction_tools_safety,25.0,7.39,9,21,0
"",5,1,toys,49.9,20.8,21,33,0
Ótimo brinquedo,4,1,toys,399.99,15.63,5,13,0
"Não tive nenhum problema!!!!
",5,1,sports_leisure,15.0,8.27,4,13,0
"",5,1,bed_bath_table,49.0,16.11,12,27,0
Eu quero meu dinheiro de volta,1,0,housewares,186.0,14.91,19,15,1
Sempre compro produtos na internet e no stark é o melhor lugar. Nunca tive problemas e as mercadorias me atendem perfeitamente como eu havia esperado.,5,1,housewares,49.0,17.6,4,24,0
"",5,1,toys,329.9,67.4,5,27,0
"Excelente atendimento e produtos.Espero q continue sempre assim.
",5,1,bed_bath_table,43.0,17.6,11,29,0
"",4,1,toys,87.9,23.42,10,29,0
"Não recomendo, pois recebi algo que não foi o que comprei ",3,0,telephony,29.99,14.1,26,31,0
"",5,1,health_beauty,110.32,8.03,4,11,0
"",5,1,housewares,99.75,23.57,15,28,0
entregue no prazo.,5,1,luggage_accessories,89.9,8.98,7,15,0
"",5,1,health_beauty,89.9,18.0,6,40,0
"",5,1,health_beauty,59.7,16.67,5,19,0
Produto entregue antes do prazo.,5,1,watches_gifts,55.0,15.49,6,9,0
O produto chegou no praso,4,1,stationery,69.9,17.74,12,24,0
Produto excelente!,5,1,bed_bath_table,45.9,18.89,15,35,0
"a cor azul da capa é bem esmaecida e na foto era bem viva, de resto, tudo ok,",4,1,sports_leisure,59.9,15.52,4,14,0
Produto veio direitinho bem embalado e chegou antes do prazo. Estou muito satisfeita,5,1,health_beauty,459.08,18.97,13,24,0
muito bom atendimento produtos corretos ,5,1,sports_leisure,49.9,46.91,12,28,0
"Não recebi o produto, vou querer receber o dinheiro de volta",1,0,sports_leisure,182.0,23.85,31,23,1
"",4,1,bed_bath_table,59.99,19.61,6,26,0
"",5,1,sports_leisure,25.53,12.69,7,19,0
"Comprei um lençol de casal e chegou um de solteiro.
Quero devolver o mesmo.",1,0,bed_bath_table,71.4,16.26,21,26,0
"O produto tem boa qualidade e tem tamanho suficiente para um celular 6"".
Recomendo.",4,1,telephony,19.99,9.27,4,10,0
Entrega super rápido! ,5,1,stationery,119.0,65.28,8,29,0
"Produto inferior as minhas expectativas, parece 100% sintético. Mas pelo preço é bom.",3,0,bed_bath_table,149.99,16.68,12,25,0
"e uma loja muito boa 
",5,1,cool_stuff,572.0,64.74,37,28,1
"",4,1,computers_accessories,80.0,12.69,12,26,0
"",5,1,home_construction,113.85,19.77,11,25,0
"Comprei um carregador portátil de celular ele estava ligado na caixa, estragado não encaixa o cabo usb porta USB esta saltando, arranhado tb na trazeira. Aguardando a troca. ",1,0,housewares,59.0,8.27,4,14,0
"Não recebi o produto corretamente, foi enviado outro modelo. Não consigo contato com o baratheon e somente contato por e-mail com o parceiro baratheon. Estou no aguardo da resposta.",1,0,computers_accessories,99.99,29.1,12,45,0
"Em relação a ter uma chave simples como a do Versa e ter uma canivete como esta vale a pena, mais alguns detalhes pegam, a carcaça é de plástico e a indicação de abre fecha é mal impressa e desbota",4,1,auto,51.9,18.24,16,23,0
"O produto chegou antes do prazo, muito bem embalado. Igual ao que mostrava na foto. Excelente!!!!",5,1,furniture_decor,159.0,27.87,12,25,0
"",5,1,fashion_bags_accessories,49.9,18.45,7,22,0
"",5,1,auto,59.8,19.39,8,24,0
Ja passou do prazo e eu ainda nao recebi o produto. O correio disse que veio em minha casa mas que não tinha ninguém pra atendê-lo. Impossível. Fico em casa o dia todo !! ,1,0,bed_bath_table,169.9,21.68,62,24,1
"",3,0,bed_bath_table,24.9,15.1,11,26,0
"",5,1,housewares,15.3,11.85,14,27,0
"",5,1,auto,59.9,16.18,18,30,0
Atençao completa adorei quando abri e ja estava embrulhado para presente.,5,1,baby,12.9,7.39,3,11,0
"",3,0,garden_tools,119.9,16.6,8,22,0
"",3,0,furniture_decor,29.9,14.11,59,41,1
"",5,1,electronics,103.9,18.31,7,50,0
"",3,0,telephony,24.99,15.1,12,26,0
Entrega super rápida e o produto é muito bom! Estou super satisfeita!,5,1,health_beauty,120.0,18.64,6,23,0
"Insatisfeita, porque foi entregue faltando 02 panos de prato, vierão somente 05 panos e eu paguei por 07 panos.
Vou fica no prejuízo, mas não compro mais nada... E não recomendo este vendedor.",1,0,bed_bath_table,32.2,15.11,12,26,0
"Gostei muito.
É a segunda vez que compro o mesmo produto.",5,1,computers_accessories,39.9,14.1,5,22,0
"Realizei a compra de 2 produtos de uma só vez, porém só finalizaram a entrega de 1.",3,0,fashion_bags_accessories,34.9,10.38,6,20,0
"",5,1,furniture_decor,49.9,17.48,5,11,0
"",5,1,garden_tools,53.9,8.11,12,18,0
"",2,0,health_beauty,89.49,14.38,21,22,0
Estou super satisfeita....super recomendo,2,0,small_appliances,179.9,17.97,6,16,0
"sem nenhum problema, recomendo",5,1,perfumery,84.99,15.35,7,23,0
O acabamento podia ser melhor.,4,1,bed_bath_table,56.99,13.98,6,11,0
"É uma empresa confiavel ,",5,1,office_furniture,119.97,29.03,17,47,0
"",5,1,health_beauty,35.0,8.72,2,10,0
Comprei há mais de um mês e não recebi o produto.,1,0,watches_gifts,489.0,10.29,48,29,1
"",3,0,auto,24.9,15.1,15,24,0
Acho que para ficar mais vantajoso poderiam avaliar o frete,4,1,telephony,39.9,12.79,8,18,0
"",5,1,baby,64.9,15.2,10,22,0
"",5,1,home_confort,89.9,12.13,8,22,0
Simplesmente ameiiiii... produto de ótima qualidade,5,1,watches_gifts,199.99,19.28,8,43,0
bommmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,5,1,health_beauty,535.9,20.19,19,31,0
"",5,1,garden_tools,16.9,10.96,4,21,0
"",5,1,cool_stuff,69.99,16.74,10,23,0
COMPREI DUAS PULSERAS E CHEGOU APENAS UM,3,0,fashion_bags_accessories,20.3,25.63,16,21,0
Ainda nao recevi o produto.,1,0,housewares,15.55,8.29,9,3,1
"O brinquedo chegou bem antes do prazo.
",3,0,toys,379.99,17.87,5,30,0
"",5,1,auto,160.55,20.0,13,25,0
Um dos pneus não deu alinhamento a bandagem está fora de centro só poderei usá-lo como estepe,2,0,auto,299.0,116.02,22,27,0
"Chegou em perfeitas condições e dentro do prazo estabelecido, produto simplismente maravilhoso.",5,1,perfumery,239.9,15.85,13,35,0
NOTA FISCAL E MERCADORIA NÃO CORRESPONDE AO PRODUTO DO PEDIDO,2,0,sports_leisure,20.99,15.1,8,22,0
"",2,0,garden_tools,49.9,13.37,14,20,0
Recebi o produto no prazo. Fiquei muito satisfeito.,5,1,furniture_decor,100.0,16.46,10,25,0
"",5,1,housewares,119.9,17.11,5,8,0
Produto entregue no prazo correto.,4,1,health_beauty,330.0,43.84,13,28,0
"",5,1,consoles_games,223.9,15.74,5,27,0
"A compra que fiz poderia ter sido centralizada num único fornecedor, ao invés de 2. ",5,1,computers_accessories,74.9,16.96,13,29,0
mas quem for comprar tem q enviar msg extra informando exatamente como quer o produto. Encomendei na cor vermelha e veio na cor cinza. Claro q vou ficar c ele pois é cansativo só de pensar em trocar,3,0,pet_shop,59.99,15.3,10,30,0
"O produto é lindo e super leve. Fica lindo no pulso. 
Sobre a entrega, chegou antes do prazo como sempre.",5,1,audio,175.0,15.98,18,21,0
Produto chegou bem embalado e protegido. Parabéns a loja pelo cuidado.,5,1,garden_tools,59.0,13.43,16,25,0
"Não recebi o produto paguei por boleto e não teve uma explicação o porque tiveram problema com a entrega.
Eu gostaria de saber , pois sempre recebi tudo que comprei.
Aguardo uma resposta",2,0,perfumery,40.99,11.85,25,18,1
"",5,1,garden_tools,248.0,16.49,14,31,0
Chegou antes do prazo informado.,5,1,watches_gifts,108.0,16.52,16,30,0
Não é como a foto!,2,0,bed_bath_table,69.9,20.22,8,36,0
"nao satifez minhas expectativas, não funciona como deveria. ",2,0,health_beauty,84.99,12.93,18,22,0
"",5,1,telephony,27.99,7.39,6,27,0
"",5,1,electronics,18.9,7.78,3,16,0
Recebi o produto errado!,1,0,telephony,33.9,15.1,11,26,0
Veio com barrado de fralda. Pode melhorar,2,0,bed_bath_table,34.5,19.32,9,27,0
"",4,1,perfumery,9.99,7.55,2,23,0
"",5,1,housewares,45.0,23.04,9,18,0
Entrega antes do prazo. Muito satisfeita.,5,1,electronics,9.5,7.39,3,24,0
Excelente produto ,5,1,health_beauty,136.0,12.16,4,12,0
"Recebi o produto errado, há três dias tento resolver e não consigo. Quero devolver o que recebi e não sei como fazer. Quero receber o valor de volta, pois tive que comprar meu produto em outra loja.",1,0,health_beauty,64.99,19.37,10,32,0
"",5,1,sports_leisure,16.0,18.23,9,24,0
Gosto mto de comprar com vcs. ,5,1,health_beauty,15.0,12.79,6,11,0
"",4,1,fashion_bags_accessories,169.99,17.38,15,34,0
toalha muito fina pelo preço ,3,0,bed_bath_table,89.9,15.38,18,24,0
"Adorei o produto e chegou antes do q eu esperava...super recomendo
",5,1,telephony,18.99,18.23,15,30,0
"Produto muito bom , entregaram bem antes do prazo. Gostei muito.",5,1,garden_tools,53.9,12.86,6,25,0
Super recomendo! ,5,1,health_beauty,27.5,8.72,6,26,0
Compramos 2 tonners e veio apenas 1 na caixa tiramos fotos e fizemos video precisamos urgente do reembolso ou do produto ,1,0,computers_accessories,184.79,9.65,11,10,1
"Realizei a compra via lannister e em 7 dias só para separação do produto e mas 7 dias pra emitir a nota fiscal e em
Dentro de mais uma semana o mesmo ainda
Estava sendo preparado para o envio .",1,0,furniture_decor,628.9,41.95,36,30,1
"",5,1,watches_gifts,139.9,14.73,9,19,0
produto perfeito,5,1,garden_tools,1199.0,66.83,24,34,0
"",5,1,computers_accessories,149.9,21.1,6,27,0
Excelente produto recomendo,5,1,computers,650.0,39.0,9,36,0
"",5,1,electronics,18.0,15.1,16,30,0
"",5,1,baby,129.9,51.78,4,26,0
"",4,1,toys,55.99,8.29,5,20,0
"",5,1,health_beauty,79.99,8.91,8,8,0
"Rádio aparentemente bom, bem compacto, ainda não testei mas parece ser bom. Vem com carregador e acessórios.",5,1,fixed_telephony,137.99,16.67,13,29,0
